original_sentence,tiiuae-falcon-7b
Jamal bought 4 half dozen colored crayons at $2 per crayon. What was the total cost of the crayons that she bought?,"Jamal bought 4 half dozen colored crayons at $2 per crayon. What was the total cost of the crayons that she bought?
2 Answers | Add Yours
Jamal bought 4 half dozen colored crayons at $2 per crayon.
Let the number of crayons that Jamal bought be x.
Cost of x crayons = $2x
Cost of 2x crayons = $2x
Cost of 3x crayons = $2x + 2x
2x + 2x = $2x + 4x
2x = 2x - 4x
2x = -2x
x = -1 crayon
Cost of 1 crayon = $2x
Cost of 2 crayons = $2(2x) = $4
Cost of 3 crayons = $2(3x) = $6
Cost of 4 crayons = $2(4x) = $8
Total cost of crayons = "
The length of a rectangle is four times its width. If the area is 100 m2. what is the length of the rectangle?,"The length of a rectangle is four times its width. If the area is 100 m2. what is the length of the rectangle?
1 Answer
Answer:
It is
Explanation:
The area of the rectangle is
The length of the rectangle is
Impact of this question
280 views around the world
You can reuse this answer
Creative Commons License
Creative Commons License"
Yuan is 7 years older than his brother David and twice his age. How old is David?,"Yuan is 7 years older than his brother David and twice his age. How old is David?
A. 3 years
B. 4 years
C. 5 years
D. 7 years
E. 8 years
Solution:
(D)
Let the age of Yuan be x years.
So, the age of David be (x+7) years.
∴ Now, Yuan’s age be 7+x years.
So, Yuan’s age is 7+x years.
∴ x years is the age of David.
∴ Yuan is 7 years older than his brother David.
Please click the button below to access the solution and explanation of the previous question."
James takes 20 units per semester at community college.  If each unit costs $50 how much does he pay for 2 semesters?,"James takes 20 units per semester at community college.  If each unit costs $50 how much does he pay for 2 semesters?

Also, if he takes 20 units the first semester and 10 units the second semester, how much does he pay for each semester?

 
I'm not sure I understand this part.  Is this a question about finding the total cost of tuition, or is it a question about finding the total cost of tuition for each semester? That's the total cost of tuition for both semesters. I just got confused because I assumed that the first semester is $1000 and the second semester is $500. But you said 20 units. But do you mean that they are both $1000? Yes, that's what I meant. The first semester is $1000, and the second semester is $500. Thank you! I think I got the confusion with the ""per semester"" part.  You're welcome!

I'm glad that I could help you understand it.

Best of luck! I just want to add that it's good"
"If a solver flips a coin 211 times and gets a head on 65 of the flips, how many more tails than heads did he get?","If a solver flips a coin 211 times and gets a head on 65 of the flips, how many more tails than heads did he get?
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
Winston has 14 quarters. He then spends half a dollar on candy. How many cents does he have left?,"Winston has 14 quarters. He then spends half a dollar on candy. How many cents does he have left?
Winston has 14 quarters. He then spends half a dollar on candy. How many cents does he have left?
2 Answers
Explanation:
Let's start off with some math:
Winston has
Now,
So,
Impact of this question
1004 views around the world
You can reuse this answer
Creative Commons License
Creative Commons License"
John buys 1/2 gallon jugs of cold brew coffee every 4 days.  How many cups of coffee does he drink a day?,"John buys 1/2 gallon jugs of cold brew coffee every 4 days.  How many cups of coffee does he drink a day?
"
Jon buys 2 coffees a day from his favorite coffee shop.  They cost $2 each.  How much does he spend in April?,"Jon buys 2 coffees a day from his favorite coffee shop.  They cost $2 each.  How much does he spend in April?

If you think that there are 30 days in April, you can write the equation like this:

    30 * 3 * 2 = 300

...  but that's pretty dumb and you can skip the steps.  If you're not sure which way to go, you can do this:

    30 * 3 = 90
    90 + 2 = 92
    92 + 2 = 94
    94 + 2 = 96
    96 + 2 = 98
    98 + 2 = 100
    100 + 2 = 102

So, the answer is 102.

1.  Write down the equation.
2.  Do the steps.
3.  Look at the answer to see if it's right.
"
Janet makes 50 snowballs and her brother makes 150 snowballs. What percentage of the snowballs did Janet make?,"Janet makes 50 snowballs and her brother makes 150 snowballs. What percentage of the snowballs did Janet make?
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
Carter is twice as tall as his 24” tall dog.  Betty is 12” shorter than Carter.  How tall is Betty in feet?,"Carter is twice as tall as his 24” tall dog.  Betty is 12” shorter than Carter.  How tall is Betty in feet? (Round your answer to the nearest hundredth.)

Thank you for your time.

**Please note that I am not looking for a full solution.  I would like to know how to solve the problem, and if there is a formula that can help me solve it.  I have tried to solve it, but just to no avail.** It's a great question, and I'm trying to think of a way to explain how to solve it using only what you know.

I think the easiest way to explain this is to use what you know, and then build on that. 

&amp;#x200B;

Since you know that Betty is 12"" shorter than Carter, you know that Betty is 3x taller than Carter.  So Betty is 3x taller than 24"" and 3x taller than 12"".  At that point, you could start to work backwards to figure out her height.  You know that she is twice as tall as Carter, which means she is 6x as"
John buys a heating pad for $30.  He uses it 3 times a week for 2 weeks.  How much does he spend on each use?,"John buys a heating pad for $30.  He uses it 3 times a week for 2 weeks.  How much does he spend on each use? (round to the nearest cent)

I am stuck on this.  I keep getting $1.50.  I can't figure out what I am doing wrong.  Any help would be greatly appreciated. Your answer is the same as mine.  The way I got it is to write it out like this:

SPLITTING IT INTO PERIODS OF 3 DAYS, HE USES IT 3 TIMES A WEEK FOR 2 WEEKS

3 days is a period.  3 weeks is another period.  So you can separate them like this:

(3days)(3weeks)

3(3) = 3

3 weeks = 3(3) weeks = 3

3 weeks = 3

SPLITTING IT INTO PERIODS OF 3 DAYS, HE USES IT 3 TIMES A WEEK FOR 2 WEEKS

3 = 3

3 = 3"
"Rachel is 4 years older than Leah. If the sum of their ages is 34, how old is Rachel?","Rachel is 4 years older than Leah. If the sum of their ages is 34, how old is Rachel?
1 Answer
Mar 13, 2016
Answer:
Rachel is 39 years old.
Explanation:
The sum of their ages is 34.
Rachel is 4 years older than Leah, so her age must be
When the sum of their ages is 34,
Leah's age is 34 - 4 = 30 years and Rachel's age is 30 + 4 = 34 years.
Rachel is 39 years old.
Impact of this question
108 views around the world
You can reuse this answer
Creative Commons License
Creative Commons License"
John Smith buys 3 cakes for $12 each and splits the cost with his brother.  How much did he pay?,"John Smith buys 3 cakes for $12 each and splits the cost with his brother.  How much did he pay?

I'm just trying to figure out what part of the problem you are having... I'm bad at math, it's just that simple. 

I am not sure how to do it. 

I need to find the lowest amount I can spend to get all 3 cakes. If I spend $1, I can get 1 cake and if spend $0, I get 2 cakes.

I need to figure out the lowest amount I can spend to get all 3 cakes. Your problem is that you are trying to solve for X, not Y.  There is no X.  The question is asking for Y. I am solving for x. The question is asking for y.

I need to find the lowest amount to get all 3 cakes.  
You are supposed to find the highest amount to get all 3 cakes.  Then you can subtract that amount from $12.  

EDIT: [Here is the answer]() No, I'"
"Every morning, Jason eats an omelet made using three eggs.  How many eggs will Jason consume in two weeks?","Every morning, Jason eats an omelet made using three eggs.  How many eggs will Jason consume in two weeks?

Solution: 2"
Louie obtained 80% on a math quiz. He had 5 mistakes. How many items were there on the math quiz?,"Louie obtained 80% on a math quiz. He had 5 mistakes. How many items were there on the math quiz?
1 Answer
Jul 1, 2016
According to the question, Louie got 80% on a math quiz, and out of the 5 mistakes he made on the quiz, he got 80% correct.
So, there are 5 questions on the quiz, and he got 80% correct. So, there are
Impact of this question
101 views around the world
You can reuse this answer
Creative Commons License
Creative Commons License"
